edad,ingreso_declarado,antiguedad_laboral_meses,antiguedad_cliente_meses,score_buro,deuda_sistema,num_creditos_vigentes,peor_morosidad_12m,num_consultas_buro_3m,num_contactos_ult_trimestre,uso_linea_credito_pct,monto_solicitado,plazo_meses,tasa_interes_anual,ingreso_declarado_nulo,ratio_deuda_ingreso,tipo_empleo_independiente,tipo_empleo_informal,tipo_empleo_jubilado,region_Araucania,region_Arica,region_Atacama,region_Aysen,region_Biobio,region_Coquimbo,region_Los Lagos,region_Los Rios,region_Magallanes,region_Maule,region_Metropolitana,region_Nuble,region_OHiggins,region_Tarapaca,region_Valparaiso,canal_partner,canal_sucursal,dia_semana_solicitud_jue,dia_semana_solicitud_lun,dia_semana_solicitud_mar,dia_semana_solicitud_mie,dia_semana_solicitud_sab,dia_semana_solicitud_vie
51,602000.0,-1.0,60,539,1197000.0,2,0,3,1,67.3,1400000.0,36,22.6,0,1.9883720930232558,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
36,-1.0,107.0,74,587,1170000.0,3,0,0,2,31.1,1820000.0,24,25.2,1,-1.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
38,764000.0,240.0,87,668,656000.0,0,0,0,1,41.7,1020000.0,48,23.2,0,0.8586387434554974,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
46,1960000.0,100.0,87,745,495000.0,0,0,0,0,7.9,2480000.0,12,20.8,0,0.25255102040816324,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
29,1172000.0,132.0,17,660,1038000.0,0,0,0,0,29.1,2280000.0,12,20.9,0,0.8856655290102389,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
65,-1.0,74.0,81,528,2644000.0,2,0,1,2,48.0,2040000.0,12,26.6,1,-1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
42,-1.0,19.0,52,541,1408000.0,0,0,1,2,58.8,560000.0,48,21.0,1,-1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
53,1233000.0,28.0,2,850,674000.0,0,0,0,0,23.0,570000.0,48,19.7,0,0.5466342254663422,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
57,1124000.0,-1.0,63,688,5443000.0,0,0,0,0,44.0,1270000.0,18,18.1,0,4.842526690391459,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
32,1083000.0,74.0,0,681,3748000.0,0,0,0,0,45.2,3950000.0,24,21.7,0,3.4607571560480146,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
42,612000.0,97.0,75,703,928000.0,1,0,0,0,48.3,2860000.0,12,21.5,0,1.5163398692810457,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
38,562000.0,176.0,66,699,1297000.0,0,0,0,0,25.2,1940000.0,24,20.2,0,2.307829181494662,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
51,1589000.0,26.0,35,845,7114000.0,1,0,1,0,6.8,2690000.0,18,19.9,0,4.477029578351164,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
48,-1.0,18.0,21,469,1824000.0,0,0,2,6,65.2,3500000.0,48,25.0,1,-1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
26,1532000.0,53.0,4,761,6694000.0,2,15,0,0,26.8,560000.0,18,21.8,0,4.369451697127937,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
43,1687000.0,87.0,88,562,13630000.0,2,0,1,1,33.7,1430000.0,6,25.8,0,8.079430942501482,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
55,753000.0,39.0,22,712,1738000.0,1,0,0,1,36.6,2250000.0,6,20.0,0,2.308100929614874,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
42,1071000.0,10.0,26,580,639000.0,2,15,4,2,39.7,1850000.0,12,22.8,0,0.5966386554621849,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
39,940000.0,28.0,78,680,1114000.0,0,30,3,1,73.7,2080000.0,18,25.2,0,1.1851063829787234,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
41,-1.0,69.0,30,678,1214000.0,2,0,0,0,18.7,1470000.0,18,21.8,1,-1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
25,446000.0,84.0,28,499,711000.0,2,15,2,0,90.1,3370000.0,18,24.5,0,1.594170403587444,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,1428000.0,151.0,70,732,4418000.0,1,0,0,2,0.0,2200000.0,18,19.2,0,3.0938375350140057,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
27,577000.0,-1.0,57,566,489000.0,5,15,5,1,63.2,710000.0,36,25.2,0,0.8474870017331022,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
47,1830000.0,102.0,52,700,2370000.0,0,0,0,0,0.0,1130000.0,36,20.2,0,1.2950819672131149,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
23,-1.0,60.0,57,562,2585000.0,0,0,1,0,57.5,2520000.0,18,18.6,1,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
39,-1.0,22.0,48,733,1100000.0,1,0,0,0,30.7,930000.0,18,21.7,1,-1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
56,1063000.0,29.0,59,669,712000.0,2,0,2,0,64.9,360000.0,24,21.8,0,0.6698024459078081,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
52,472000.0,-1.0,85,725,298000.0,5,0,1,0,35.1,1490000.0,18,23.7,0,0.6313559322033898,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
20,1034000.0,24.0,47,697,8551000.0,0,0,0,1,65.0,810000.0,12,21.2,0,8.26982591876209,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
36,-1.0,25.0,59,691,1810000.0,0,0,2,1,41.3,2780000.0,48,19.0,1,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
40,-1.0,-1.0,14,739,2977000.0,1,0,0,0,25.5,1400000.0,48,21.4,1,-1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
39,2123000.0,-1.0,36,596,2660000.0,1,15,2,0,68.2,1370000.0,12,22.9,0,1.2529439472444655,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
52,1604000.0,10.0,50,623,7613000.0,2,30,3,0,49.4,3020000.0,24,21.5,0,4.746259351620948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
40,776000.0,193.0,5,642,1747000.0,1,0,0,1,53.8,1020000.0,24,21.9,0,2.2512886597938144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
30,414000.0,25.0,30,430,1780000.0,5,0,3,0,71.2,1010000.0,6,23.2,0,4.299516908212561,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
33,895000.0,117.0,79,556,8311000.0,1,0,4,0,53.1,690000.0,24,22.5,0,9.286033519553072,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
35,701000.0,40.0,87,571,710000.0,3,0,1,1,52.2,610000.0,18,25.2,0,1.0128388017118402,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
38,2320000.0,152.0,12,475,8834000.0,6,0,1,0,74.2,1190000.0,12,25.8,0,3.807758620689655,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
62,838000.0,127.0,32,552,2811000.0,1,30,1,1,28.4,670000.0,6,24.8,0,3.3544152744630074,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
46,575000.0,11.0,45,850,2347000.0,0,0,1,0,21.7,2210000.0,36,20.0,0,4.081739130434783,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
29,718000.0,50.0,64,699,1254000.0,2,60,0,1,0.4,670000.0,24,19.6,0,1.7465181058495822,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
41,946000.0,54.0,22,669,1618000.0,0,0,4,0,27.2,2180000.0,24,22.9,0,1.7103594080338267,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
41,1228000.0,21.0,0,744,2176000.0,1,0,0,1,0.0,1390000.0,12,17.6,0,1.771986970684039,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
70,681000.0,-1.0,14,668,716000.0,1,90,1,1,51.0,4010000.0,24,19.9,0,1.0513950073421439,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
36,976000.0,164.0,37,639,1184000.0,1,0,0,3,34.2,2950000.0,24,22.0,0,1.2131147540983607,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
21,649000.0,36.0,86,530,1187000.0,2,0,2,0,30.5,1620000.0,12,21.5,0,1.8289676425269645,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
45,-1.0,64.0,64,590,1756000.0,0,0,0,1,66.4,1230000.0,24,20.9,1,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
19,524000.0,-1.0,77,597,1327000.0,1,30,1,0,42.4,1590000.0,18,21.8,0,2.532442748091603,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
27,515000.0,108.0,25,506,318000.0,2,15,1,0,27.9,1150000.0,36,21.6,0,0.6174757281553398,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
49,748000.0,45.0,75,645,492000.0,3,0,0,1,62.2,3440000.0,36,20.7,0,0.6577540106951871,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
46,1031000.0,95.0,54,622,8764000.0,1,0,0,0,79.1,5880000.0,18,25.3,0,8.500484966052376,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
33,2231000.0,55.0,25,555,16160000.0,2,90,2,2,45.1,340000.0,18,22.1,0,7.243388614970865,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
59,725000.0,23.0,55,507,422000.0,2,15,3,2,70.5,4600000.0,36,23.2,0,0.5820689655172414,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
44,729000.0,141.0,54,567,1061000.0,1,0,1,0,52.5,360000.0,18,22.3,0,1.4554183813443073,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
65,-1.0,115.0,42,599,1299000.0,2,0,1,0,73.5,1030000.0,24,18.2,1,-1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
44,1109000.0,25.0,76,637,2344000.0,1,0,0,0,56.5,1870000.0,6,23.8,0,2.1136158701532914,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
47,1052000.0,25.0,0,758,3156000.0,1,0,0,0,0.0,780000.0,36,20.9,0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
50,-1.0,48.0,8,676,704000.0,1,15,0,1,27.6,1040000.0,12,23.3,1,-1.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
45,-1.0,15.0,27,596,1595000.0,1,0,1,2,45.6,2190000.0,36,23.8,1,-1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
50,1231000.0,147.0,90,850,1099000.0,0,0,0,1,0.0,2720000.0,18,21.1,0,0.892770105605199,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
44,1489000.0,32.0,66,850,1490000.0,0,0,0,1,0.0,640000.0,36,21.8,0,1.0006715916722633,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
56,846000.0,157.0,81,582,1704000.0,1,15,0,0,22.3,800000.0,12,23.7,0,2.0141843971631204,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
38,962000.0,52.0,92,802,607000.0,2,0,0,1,1.0,570000.0,24,17.8,0,0.6309771309771309,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
26,322000.0,21.0,56,617,5009000.0,2,15,1,1,70.6,400000.0,24,24.4,0,15.555900621118013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
52,1548000.0,177.0,21,589,8949000.0,2,0,5,2,27.6,2220000.0,24,21.5,0,5.7810077519379846,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
38,343000.0,153.0,36,525,2193000.0,4,0,3,4,40.7,720000.0,36,25.3,0,6.393586005830904,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
58,990000.0,36.0,71,802,2634000.0,0,0,0,1,1.3,850000.0,24,20.9,0,2.6606060606060606,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
38,721000.0,62.0,90,792,688000.0,0,0,0,0,46.8,450000.0,48,20.2,0,0.9542302357836339,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
38,1007000.0,65.0,61,745,1584000.0,1,0,0,0,30.3,2550000.0,24,20.0,0,1.5729890764647467,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
33,1352000.0,98.0,30,759,683000.0,0,0,0,1,10.0,1160000.0,12,19.0,0,0.5051775147928994,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
56,1213000.0,223.0,19,729,3882000.0,1,0,3,0,63.0,2930000.0,12,22.2,0,3.2003297609233305,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
26,2035000.0,91.0,50,668,1779000.0,0,0,0,0,3.1,1260000.0,24,20.2,0,0.8742014742014742,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
25,711000.0,52.0,22,716,256000.0,1,0,0,0,30.2,5190000.0,36,19.8,0,0.360056258790436,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
46,580000.0,72.0,19,579,2294000.0,7,30,0,0,33.9,2110000.0,12,26.9,0,3.9551724137931035,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
20,284000.0,-1.0,34,640,647000.0,0,0,1,0,54.2,980000.0,24,20.9,0,2.278169014084507,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
36,444000.0,-1.0,47,443,412000.0,1,0,1,1,40.6,200000.0,18,25.8,0,0.9279279279279279,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
42,1112000.0,120.0,35,795,3549000.0,0,0,0,1,0.0,2060000.0,18,18.9,0,3.191546762589928,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
75,1062000.0,42.0,2,541,2420000.0,1,0,4,2,35.1,890000.0,18,24.0,0,2.278719397363465,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
54,921000.0,69.0,54,676,4876000.0,5,0,1,1,38.2,820000.0,6,21.5,0,5.294245385450597,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
58,2149000.0,174.0,42,585,1141000.0,1,0,2,2,75.1,530000.0,48,26.2,0,0.5309446254071661,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
55,914000.0,38.0,58,641,1236000.0,1,0,0,0,60.1,2670000.0,36,25.6,0,1.3522975929978118,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
19,580000.0,-1.0,65,507,1906000.0,3,15,3,1,61.2,5630000.0,24,24.0,0,3.286206896551724,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
53,816000.0,17.0,84,743,710000.0,0,0,0,0,46.4,1600000.0,6,20.5,0,0.8700980392156863,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
65,652000.0,-1.0,42,727,920000.0,0,0,0,2,8.7,2250000.0,36,21.1,0,1.4110429447852761,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
30,768000.0,47.0,37,462,1383000.0,2,15,1,4,78.4,4030000.0,24,23.9,0,1.80078125,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
20,-1.0,-1.0,65,677,1069000.0,0,0,2,0,9.8,3000000.0,18,23.6,1,-1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
47,565000.0,158.0,55,712,1002000.0,2,0,0,1,25.6,970000.0,12,22.2,0,1.7734513274336283,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
37,1156000.0,63.0,12,584,2330000.0,1,0,1,1,33.1,520000.0,48,25.2,0,2.0155709342560555,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
37,1221000.0,39.0,18,725,1784000.0,0,0,0,0,53.0,680000.0,12,23.0,0,1.4610974610974612,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
42,985000.0,215.0,68,470,745000.0,1,60,2,0,61.1,1920000.0,24,22.5,0,0.7563451776649747,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
43,619000.0,28.0,28,585,1202000.0,4,15,2,5,12.3,940000.0,48,21.4,0,1.9418416801292406,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
35,772000.0,204.0,8,540,3375000.0,1,0,4,0,32.8,3250000.0,6,24.2,0,4.3717616580310885,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
56,881000.0,63.0,41,696,3225000.0,2,0,0,2,0.7,4390000.0,36,24.8,0,3.66061293984109,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
54,692000.0,18.0,53,665,2068000.0,0,0,3,0,51.6,2430000.0,12,23.5,0,2.9884393063583814,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
22,700000.0,-1.0,11,422,1780000.0,2,0,3,0,48.5,1550000.0,24,28.2,0,2.5428571428571427,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
47,1419000.0,24.0,64,734,5074000.0,1,0,1,1,48.7,530000.0,36,22.6,0,3.5757575757575757,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
61,541000.0,118.0,59,613,847000.0,2,0,1,1,36.4,2140000.0,36,19.6,0,1.5656192236598891,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
45,381000.0,162.0,89,629,983000.0,0,0,0,0,28.8,1810000.0,36,23.1,0,2.58005249343832,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
35,1105000.0,15.0,1,649,2396000.0,2,0,2,1,75.3,960000.0,36,23.3,0,2.1683257918552035,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
51,388000.0,-1.0,49,720,85000.0,2,0,1,1,24.1,1280000.0,12,20.8,0,0.2190721649484536,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
60,432000.0,-1.0,17,819,1207000.0,0,0,0,0,0.0,1670000.0,12,23.3,0,2.7939814814814814,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
19,1319000.0,12.0,18,577,6866000.0,0,0,1,0,85.0,770000.0,12,25.7,0,5.205458680818802,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
42,-1.0,123.0,29,502,2772000.0,1,30,3,1,52.9,900000.0,18,28.0,1,-1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
37,745000.0,30.0,80,504,4715000.0,1,0,1,0,22.8,600000.0,12,23.6,0,6.328859060402684,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
45,743000.0,33.0,22,571,2765000.0,3,0,1,0,21.9,320000.0,24,21.5,0,3.721399730820996,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
39,945000.0,113.0,75,601,897000.0,3,0,0,0,16.5,2540000.0,24,21.0,0,0.9492063492063492,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
25,932000.0,65.0,87,687,676000.0,1,30,0,0,0.0,1380000.0,18,19.0,0,0.7253218884120172,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
38,1068000.0,71.0,44,747,1113000.0,2,30,1,1,19.4,2700000.0,18,24.2,0,1.0421348314606742,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19,857000.0,12.0,41,453,5062000.0,4,15,0,3,54.2,1630000.0,36,24.2,0,5.906651108518086,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
42,670000.0,145.0,87,603,318000.0,1,0,1,0,66.9,830000.0,36,25.8,0,0.4746268656716418,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
31,592000.0,13.0,32,580,763000.0,3,0,1,1,49.8,820000.0,48,25.4,0,1.2888513513513513,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
59,1598000.0,66.0,90,747,3718000.0,0,0,0,0,0.0,1020000.0,36,20.3,0,2.3266583229036297,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
61,-1.0,-1.0,33,605,2033000.0,1,0,2,0,55.5,1340000.0,6,22.7,1,-1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
19,1006000.0,12.0,0,525,1693000.0,4,30,4,1,83.7,1150000.0,6,24.4,0,1.6829025844930416,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
68,1142000.0,125.0,92,723,1944000.0,0,0,2,0,51.6,760000.0,12,24.3,0,1.702276707530648,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
44,735000.0,77.0,30,550,2314000.0,3,0,1,1,41.1,1240000.0,12,23.3,0,3.148299319727891,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
40,-1.0,30.0,83,537,4365000.0,2,0,1,1,61.4,1070000.0,12,23.4,1,-1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
55,583000.0,101.0,75,850,508000.0,0,0,0,0,0.0,1340000.0,24,18.0,0,0.8713550600343053,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
31,522000.0,-1.0,90,552,858000.0,5,90,0,0,81.2,950000.0,6,22.3,0,1.6436781609195403,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
37,1069000.0,10.0,95,607,2102000.0,2,15,1,1,96.1,560000.0,24,23.2,0,1.9663236669784845,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
20,737000.0,24.0,46,770,1968000.0,0,0,0,0,15.9,290000.0,36,20.9,0,2.670284938941655,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
34,763000.0,-1.0,95,658,1055000.0,2,30,1,0,26.7,390000.0,12,21.7,0,1.3826998689384011,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
40,-1.0,45.0,83,451,24785000.0,2,90,3,1,59.9,4550000.0,24,27.5,1,-1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
39,419000.0,41.0,2,519,395000.0,1,0,1,4,53.5,5280000.0,36,22.2,0,0.9427207637231504,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
30,1697000.0,38.0,51,660,5276000.0,2,0,2,0,27.9,1300000.0,12,21.4,0,3.1090159104301707,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
38,-1.0,52.0,51,624,1756000.0,4,0,2,1,42.0,1120000.0,6,23.8,1,-1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
53,1067000.0,150.0,3,630,1070000.0,0,15,3,0,70.3,700000.0,12,23.0,0,1.0028116213683225,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
